ENTREZID	ENSEMBL	SYMBOL	GENENAME
72139	ENSMUSG00000071302	2610044O15Rik8	RIKEN cDNA 2610044O15 gene
237336	ENSMUSG00000071359	Tbpl1	TATA box binding protein-like 1
57330	ENSMUSG00000029714	Gigyf1	GRB10 interacting GYF protein 1
233765	ENSMUSG00000045659	Plekha7	pleckstrin homology domain containing, family A member 7
623286	NA	Ndufs6b	NADH:ubiquinone oxidoreductase subunit S6B
170719	ENSMUSG00000022307	Oxr1	oxidation resistance 1
100504160	NA	Gm20094	predicted gene, 20094
100503083	NA	Gm19544	predicted gene, 19544
19072	ENSMUSG00000019849	Prep	prolyl endopeptidase
57874	ENSMUSG00000033629	Hacd3	3-hydroxyacyl-CoA dehydratase 3
320213	ENSMUSG00000022772	Senp5	SUMO/sentrin specific peptidase 5
20927	ENSMUSG00000040136	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8
68349	ENSMUSG00000005510	Ndufs3	NADH:ubiquinone oxidoreductase core subunit S3
68349	ENSMUSG00000111727	Ndufs3	NADH:ubiquinone oxidoreductase core subunit S3
15185	ENSMUSG00000031161	Hdac6	histone deacetylase 6
56264	ENSMUSG00000027408	Cpxm1	carboxypeptidase X 1 (M14 family)
268822	ENSMUSG00000022550	Adck5	aarF domain containing kinase 5
71148	ENSMUSG00000028522	Mier1	MEIR1 treanscription regulator
386454	ENSMUSG00000036492	Rnf39	ring finger protein 39
20525	ENSMUSG00000028645	Slc2a1	solute carrier family 2 (facilitated glucose transporter), member 1
73545	ENSMUSG00000027942	1700094D03Rik	RIKEN cDNA 1700094D03 gene
54138	ENSMUSG00000016541	Atxn10	ataxin 10
225288	ENSMUSG00000034295	Fhod3	formin homology 2 domain containing 3
68453	ENSMUSG00000022579	Gpihbp1	GPI-anchored HDL-binding protein 1
56749	ENSMUSG00000031730	Dhodh	dihydroorotate dehydrogenase
21749	ENSMUSG00000025925	Terf1	telomeric repeat binding factor 1
232790	ENSMUSG00000054594	Oscar	osteoclast associated receptor
434394	NA	Gm5614	ribosomal protein L36 pseudogene
15064	ENSMUSG00000026471	Mr1	major histocompatibility complex, class I-related
15898	ENSMUSG00000032174	Icam5	intercellular adhesion molecule 5, telencephalin
14344	ENSMUSG00000055978	Fut2	fucosyltransferase 2
66308	ENSMUSG00000012429	Mplkip	M-phase specific PLK1 intereacting protein
73694	ENSMUSG00000024082	Ndufaf7	NADH:ubiquinone oxidoreductase complex assembly factor 7
52432	ENSMUSG00000041769	Ppp2r2d	protein phosphatase 2, regulatory subunit B, delta
193742	ENSMUSG00000007036	Abhd16a	abhydrolase domain containing 16A
12217	ENSMUSG00000032589	Bsn	bassoon
634834	NA	Gm11821	predicted gene 11821
216760	ENSMUSG00000020522	Mfap3	microfibrillar-associated protein 3
69917	ENSMUSG00000025374	Nabp2	nucleic acid binding protein 2
235633	ENSMUSG00000044037	Als2cl	ALS2 C-terminal like
22065	ENSMUSG00000027716	Trpc3	transient receptor potential cation channel, subfamily C, member 3
268721	ENSMUSG00000021819	Zswim8	zinc finger SWIM-type containing 8
27801	ENSMUSG00000060166	Zdhhc8	zinc finger, DHHC domain containing 8
27801	ENSMUSG00000108733	Zdhhc8	zinc finger, DHHC domain containing 8
229541	ENSMUSG00000042404	Dennd4b	DENN/MADD domain containing 4B
100504089	NA	Gm20056	calcium-binding protein p22-like
16558	ENSMUSG00000038844	Kif16b	kinesin family member 16B
100502856	NA	NA	NA
21804	ENSMUSG00000030782	Tgfb1i1	transforming growth factor beta 1 induced transcript 1
99138	ENSMUSG00000027367	Stard7	START domain containing 7
110651	ENSMUSG00000031309	Rps6ka3	ribosomal protein S6 kinase polypeptide 3
109905	ENSMUSG00000068798	Rap1a	RAS-related protein 1a
212439	ENSMUSG00000042510	AA986860	expressed sequence AA986860
72102	ENSMUSG00000030002	Dusp11	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)
317653	ENSMUSG00000044737	Klk14	kallikrein related-peptidase 14
73158	ENSMUSG00000037331	Larp1	La ribonucleoprotein domain family, member 1
67157	ENSMUSG00000059482	2610301B20Rik	RIKEN cDNA 2610301B20 gene
93683	ENSMUSG00000032252	Glce	glucuronyl C5-epimerase
17349	ENSMUSG00000048416	Mlf1	myeloid leukemia factor 1
100561	ENSMUSG00000029416	Slc15a4	solute carrier family 15, member 4
217835	ENSMUSG00000044456	Rin3	Ras and Rab interactor 3
50996	ENSMUSG00000041837	Pdcd7	programmed cell death 7
53945	ENSMUSG00000025993	Slc40a1	solute carrier family 40 (iron-regulated transporter), member 1
56711	ENSMUSG00000003282	Plag1	pleiomorphic adenoma gene 1
627782	ENSMUSG00000086404	Gm6787	proteasome (prosome, macropain) subunit, beta type 7 pseudogene
19650	ENSMUSG00000027641	Rbl1	RB transcriptional corepressor like 1
245857	ENSMUSG00000034616	Ssh3	slingshot protein phosphatase 3
74464	ENSMUSG00000033948	Zswim5	zinc finger SWIM-type containing 5
12777	ENSMUSG00000044052	Ccr10	chemokine (C-C motif) receptor 10
66826	ENSMUSG00000009995	Taz	tafazzin
381306	ENSMUSG00000041406	BC055324	cDNA sequence BC055324
66870	ENSMUSG00000036371	Serbp1	serpine1 mRNA binding protein 1
20833	ENSMUSG00000027067	Ssrp1	structure specific recognition protein 1
78890	ENSMUSG00000029097	Trmt44	tRNA methyltransferase 44
94221	ENSMUSG00000019861	Gopc	golgi associated PDZ and coiled-coil motif containing
102323	ENSMUSG00000038506	Dcun1d2	DCN1, defective in cullin neddylation 1, domain containing 2 (S. cerevisiae)
66212	ENSMUSG00000053317	Sec61b	Sec61 beta subunit
81489	ENSMUSG00000005483	Dnajb1	DnaJ heat shock protein family (Hsp40) member B1
140493	ENSMUSG00000000794	Kcnn3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3
217198	ENSMUSG00000035172	Plekhh3	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3
100041294	NA	Supt4b	suppressor of Ty 4B
14470	ENSMUSG00000003380	Rabac1	Rab acceptor 1 (prenylated)
17152	ENSMUSG00000021363	Mak	male germ cell-associated kinase
67180	ENSMUSG00000024487	Yipf5	Yip1 domain family, member 5
27207	ENSMUSG00000003429	Rps11	ribosomal protein S11
233410	ENSMUSG00000005621	Zfp592	zinc finger protein 592
215866	NA	Gm29673	predicted gene, 29673
66854	ENSMUSG00000022043	Trim35	tripartite motif-containing 35
328783	ENSMUSG00000041062	Mslnl	mesothelin-like
68865	ENSMUSG00000031982	Arv1	ARV1 homolog, fatty acid homeostasis modulator
72041	ENSMUSG00000039754	Alkbh4	alkB homolog 4, lysine demethylase
67899	ENSMUSG00000039163	Cmc1	COX assembly mitochondrial protein 1
665783	NA	NA	NA
231655	ENSMUSG00000041827	Oasl1	2'-5' oligoadenylate synthetase-like 1
73610	ENSMUSG00000096795	Zfp433	zinc finger protein 433
208777	ENSMUSG00000047793	Sned1	sushi, nidogen and EGF-like domains 1
17472	ENSMUSG00000079363	Gbp4	guanylate binding protein 4
20250	ENSMUSG00000025203	Scd2	stearoyl-Coenzyme A desaturase 2
74781	ENSMUSG00000029578	Wipi2	WD repeat domain, phosphoinositide interacting 2
104806	ENSMUSG00000055884	Fancm	Fanconi anemia, complementation group M
15051	ENSMUSG00000056116	H2-T9	histocompatibility 2, T region locus 9
68395	NA	LOC68395	histocompatibility 2, Q region locus 6-like
240055	ENSMUSG00000034413	Neurl1b	neuralized E3 ubiquitin protein ligase 1B
106052	ENSMUSG00000022184	Fbxo4	F-box protein 4
78521	ENSMUSG00000045767	B230219D22Rik	RIKEN cDNA B230219D22 gene
241066	ENSMUSG00000026017	Carf	calcium response factor
76467	ENSMUSG00000023094	Msrb2	methionine sulfoxide reductase B2
228869	ENSMUSG00000039804	Ncoa5	nuclear receptor coactivator 5
226407	ENSMUSG00000036104	Rab3gap1	RAB3 GTPase activating protein subunit 1
214922	ENSMUSG00000072572	Slc39a2	solute carrier family 39 (zinc transporter), member 2
118445	ENSMUSG00000035397	Klf16	Kruppel-like factor 16
114143	ENSMUSG00000033379	Atp6v0b	ATPase, H+ transporting, lysosomal V0 subunit B
69038	ENSMUSG00000036372	Tmem258	transmembrane protein 258
100503392	NA	4833438C02Rik	RIKEN cDNA 4833438C02 gene
83997	ENSMUSG00000021870	Slmap	sarcolemma associated protein
74012	ENSMUSG00000036894	Rap2b	RAP2B, member of RAS oncogene family
23879	ENSMUSG00000018765	Fxr2	fragile X mental retardation, autosomal homolog 2
269642	ENSMUSG00000048142	Nat8l	N-acetyltransferase 8-like
12304	ENSMUSG00000025823	Pdia4	protein disulfide isomerase associated 4
67909	ENSMUSG00000028938	Galntl5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5
235320	ENSMUSG00000066687	Zbtb16	zinc finger and BTB domain containing 16
13992	ENSMUSG00000022332	Khdrbs3	KH domain containing, RNA binding, signal transduction associated 3
16197	ENSMUSG00000003882	Il7r	interleukin 7 receptor
383770	NA	NA	NA
75660	ENSMUSG00000036845	Lin37	lin-37 homolog (C. elegans)
74255	ENSMUSG00000028409	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)
53330	ENSMUSG00000026696	Vamp4	vesicle-associated membrane protein 4
16420	ENSMUSG00000026971	Itgb6	integrin beta 6
13560	ENSMUSG00000024137	E4f1	E4F transcription factor 1
100504779	NA	NA	NA
66253	ENSMUSG00000019806	Aig1	androgen-induced 1
56427	ENSMUSG00000020513	Tubd1	tubulin, delta 1
319651	ENSMUSG00000033364	Usp37	ubiquitin specific peptidase 37
73873	ENSMUSG00000049811	Fam161a	family with sequence similarity 161, member A
100503230	NA	Gm19600	predicted gene, 19600
104346	ENSMUSG00000040220	Gas8	growth arrest specific 8
11461	ENSMUSG00000029580	Actb	actin, beta
71586	ENSMUSG00000026896	Ifih1	interferon induced with helicase C domain 1
100503289	ENSMUSG00000087029	Gm14133	predicted gene 14133
71710	ENSMUSG00000027550	Lrrcc1	leucine rich repeat and coiled-coil domain containing 1
22185	ENSMUSG00000030435	U2af2	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2
240327	ENSMUSG00000073555	Gm4951	predicted gene 4951
620016	ENSMUSG00000100863	Gm12669	glutaredoxin 3 pseudogene
320997	ENSMUSG00000061126	Cyp4f39	cytochrome P450, family 4, subfamily f, polypeptide 39
69051	ENSMUSG00000026520	Pycr2	pyrroline-5-carboxylate reductase family, member 2
264895	ENSMUSG00000076435	Acsf2	acyl-CoA synthetase family member 2
74393	ENSMUSG00000050930	Map10	microtubule-associated protein 10
70791	ENSMUSG00000019143	Hars2	histidyl-tRNA synthetase 2
73835	ENSMUSG00000025489	Ifitm5	interferon induced transmembrane protein 5
434437	ENSMUSG00000032607	Amt	aminomethyltransferase
16594	ENSMUSG00000024862	Klc2	kinesin light chain 2
320273	ENSMUSG00000097378	B230208H11Rik	RIKEN cDNA B230208H11 gene
12765	ENSMUSG00000026180	Cxcr2	chemokine (C-X-C motif) receptor 2
77582	ENSMUSG00000035596	Mboat7	membrane bound O-acyltransferase domain containing 7
17701	ENSMUSG00000048450	Msx1	msh homeobox 1
66667	ENSMUSG00000022849	Hspbap1	Hspb associated protein 1
381310	ENSMUSG00000053963	Stum	mechanosensory transduction mediator
12091	ENSMUSG00000045594	Glb1	galactosidase, beta 1
244721	ENSMUSG00000058192	Zfp846	zinc finger protein 846
666737	ENSMUSG00000074024	4632427E13Rik	RIKEN cDNA 4632427E13 gene
235386	ENSMUSG00000035878	Hykk	hydroxylysine kinase 1
12013	ENSMUSG00000025612	Bach1	BTB and CNC homology 1, basic leucine zipper transcription factor 1
20686	ENSMUSG00000001948	Spa17	sperm autoantigenic protein 17
239510	ENSMUSG00000072501	Phf20l1	PHD finger protein 20-like 1
216820	ENSMUSG00000042569	Dhrs7b	dehydrogenase/reductase (SDR family) member 7B
385658	ENSMUSG00000075033	Nxpe3	neurexophilin and PC-esterase domain family, member 3
209200	ENSMUSG00000049502	Dtx3l	deltex 3-like, E3 ubiquitin ligase
20480	ENSMUSG00000001829	Clpb	ClpB caseinolytic peptidase B
56437	ENSMUSG00000031880	Rrad	Ras-related associated with diabetes
229905	ENSMUSG00000040213	Kyat3	kynurenine aminotransferase 3
58187	ENSMUSG00000022132	Cldn10	claudin 10
320742	NA	A230072C01Rik	RIKEN cDNA A230072C01 gene
100039495	ENSMUSG00000086013	Gm15706	predicted gene 15706
19094	ENSMUSG00000053137	Mapk11	mitogen-activated protein kinase 11
22223	ENSMUSG00000029223	Uchl1	ubiquitin carboxy-terminal hydrolase L1
215690	ENSMUSG00000009418	Nav1	neuron navigator 1
27387	ENSMUSG00000059013	Sh2d3c	SH2 domain containing 3C
105734	ENSMUSG00000103906	Tigd5	tigger transposable element derived 5
67300	ENSMUSG00000047126	Cltc	clathrin, heavy polypeptide (Hc)
73379	ENSMUSG00000035107	Dcbld2	discoidin, CUB and LCCL domain containing 2
18577	ENSMUSG00000032177	Pde4a	phosphodiesterase 4A, cAMP specific
77976	ENSMUSG00000020032	Nuak1	NUAK family, SNF1-like kinase, 1
76633	ENSMUSG00000063458	Lrmda	leucine rich melanocyte differentiation associated
619605	ENSMUSG00000028772	Zcchc17	zinc finger, CCHC domain containing 17
619605	ENSMUSG00000108747	Zcchc17	zinc finger, CCHC domain containing 17
192986	ENSMUSG00000057778	Cyb5d2	cytochrome b5 domain containing 2
320309	ENSMUSG00000043747	1520401A03Rik	RIKEN cDNA 1520401A03 gene
213121	ENSMUSG00000038354	Ankrd35	ankyrin repeat domain 35
100039719	NA	NA	NA
78076	ENSMUSG00000036449	Lcn8	lipocalin 8
26385	ENSMUSG00000074886	Grk6	G protein-coupled receptor kinase 6
246229	ENSMUSG00000041684	Bivm	basic, immunoglobulin-like variable motif containing
192169	ENSMUSG00000031634	Ufsp2	UFM1-specific peptidase 2
76457	ENSMUSG00000068114	Ccdc134	coiled-coil domain containing 134
105651	ENSMUSG00000072494	Ppp1r3e	protein phosphatase 1, regulatory subunit 3E
66789	ENSMUSG00000039887	Alg14	asparagine-linked glycosylation 14
209446	ENSMUSG00000000134	Tfe3	transcription factor E3
12388	ENSMUSG00000034101	Ctnnd1	catenin (cadherin associated protein), delta 1
12388	ENSMUSG00000101645	Ctnnd1	catenin (cadherin associated protein), delta 1
107527	ENSMUSG00000070942	Il1rl2	interleukin 1 receptor-like 2
77569	ENSMUSG00000037736	Limch1	LIM and calponin homology domains 1
319352	ENSMUSG00000030329	Pianp	PILR alpha associated neural protein
223499	ENSMUSG00000022300	Dcaf13	DDB1 and CUL4 associated factor 13
223499	ENSMUSG00000106903	Dcaf13	DDB1 and CUL4 associated factor 13
22061	ENSMUSG00000022510	Trp63	transformation related protein 63
70252	ENSMUSG00000097571	Jpx	Jpx transcript, Xist activator (non-protein coding)
21788	ENSMUSG00000027082	Tfpi	tissue factor pathway inhibitor
54137	ENSMUSG00000072770	Acrbp	proacrosin binding protein
66460	ENSMUSG00000045503	Sys1	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)
234463	ENSMUSG00000031617	Tmem184c	transmembrane protein 184C
269902	ENSMUSG00000066537	Vmn2r57	vomeronasal 2, receptor 57
19296	ENSMUSG00000097039	Pvt1	Pvt1 oncogene
21814	ENSMUSG00000029287	Tgfbr3	transforming growth factor, beta receptor III
77573	ENSMUSG00000029434	Vps33a	VPS33A CORVET/HOPS core subunit
666747	ENSMUSG00000079162	Trim43b	tripartite motif-containing 43B
630836	ENSMUSG00000074829	2010315B03Rik	RIKEN cDNA 2010315B03 gene
630836	ENSMUSG00000098810	2010315B03Rik	RIKEN cDNA 2010315B03 gene
12816	ENSMUSG00000032332	Col12a1	collagen, type XII, alpha 1
68721	ENSMUSG00000037971	1110032A03Rik	RIKEN cDNA 1110032A03 gene
74016	ENSMUSG00000026873	Phf19	PHD finger protein 19
70729	ENSMUSG00000038473	Nos1ap	nitric oxide synthase 1 (neuronal) adaptor protein
279706	ENSMUSG00000072944	Nup62cl	nucleoporin 62 C-terminal like
12390	ENSMUSG00000000058	Cav2	caveolin 2
215113	ENSMUSG00000038178	Slc43a2	solute carrier family 43, member 2
110637	ENSMUSG00000032017	Grik4	glutamate receptor, ionotropic, kainate 4
53817	ENSMUSG00000019432	Ddx39b	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B
60534	ENSMUSG00000028453	Fancg	Fanconi anemia, complementation group G
73916	ENSMUSG00000032965	Ift57	intraflagellar transport 57
17713	ENSMUSG00000029198	Grpel1	GrpE-like 1, mitochondrial
17532	ENSMUSG00000032470	Mras	muscle and microspikes RAS
70650	ENSMUSG00000029427	Zcchc8	zinc finger, CCHC domain containing 8
59040	ENSMUSG00000017686	Rhot1	ras homolog family member T1
320343	ENSMUSG00000050447	Lypd6	LY6/PLAUR domain containing 6
667370	ENSMUSG00000062488	Ifit3b	interferon-induced protein with tetratricopeptide repeats 3B
17448	ENSMUSG00000019179	Mdh2	malate dehydrogenase 2, NAD (mitochondrial)
225115	ENSMUSG00000024236	Svil	supervillin
218343	ENSMUSG00000033991	Ttc37	tetratricopeptide repeat domain 37
21672	ENSMUSG00000005161	Prdx2	peroxiredoxin 2
22154	ENSMUSG00000001525	Tubb5	tubulin, beta 5 class I
237412	ENSMUSG00000073427	Gm4924	predicted gene 4924
56318	ENSMUSG00000032561	Acpp	acid phosphatase, prostate
245676	ENSMUSG00000045694	Gm4997	predicted gene 4997
241568	ENSMUSG00000050587	Lrrc4c	leucine rich repeat containing 4C
27206	ENSMUSG00000052854	Nrk	Nik related kinase
19719	ENSMUSG00000025158	Rfng	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
232878	ENSMUSG00000054715	Zscan22	zinc finger and SCAN domain containing 22
100503884	ENSMUSG00000045790	Ccdc149	coiled-coil domain containing 149
109801	ENSMUSG00000024026	Glo1	glyoxalase 1
64378	ENSMUSG00000068696	Gpr88	G-protein coupled receptor 88
114565	ENSMUSG00000046962	Zbtb21	zinc finger and BTB domain containing 21
71567	ENSMUSG00000058298	Mcm9	minichromosome maintenance 9 homologous recombination repair factor
76217	ENSMUSG00000024502	Jakmip2	janus kinase and microtubule interacting protein 2
18049	ENSMUSG00000027859	Ngf	nerve growth factor
69431	ENSMUSG00000097523	1700022N22Rik	RIKEN cDNA 1700022N22 gene
100217463	NA	Snord98	small nucleolar RNA, C/D box 98
243983	ENSMUSG00000030471	Zdhhc13	zinc finger, DHHC domain containing 13
231123	ENSMUSG00000079555	Haus3	HAUS augmin-like complex, subunit 3
71690	ENSMUSG00000042379	Esm1	endothelial cell-specific molecule 1
26371	ENSMUSG00000003662	Ciao1	cytosolic iron-sulfur protein assembly 1
72931	ENSMUSG00000044627	Swi5	SWI5 recombination repair homolog (yeast)
108116	ENSMUSG00000025790	Slco3a1	solute carrier organic anion transporter family, member 3a1
52123	ENSMUSG00000031467	Agpat5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)
102032	ENSMUSG00000031534	Smim19	small integral membrane protein 19
68810	ENSMUSG00000039103	Nexn	nexilin
231004	ENSMUSG00000096351	Samd11	sterile alpha motif domain containing 11
12716	ENSMUSG00000000308	Ckmt1	creatine kinase, mitochondrial 1, ubiquitous
170772	ENSMUSG00000029638	Glcci1	glucocorticoid induced transcript 1
74978	ENSMUSG00000019892	Lrriq1	leucine-rich repeats and IQ motif containing 1
60455	ENSMUSG00000024180	Tmem8	transmembrane protein 8
233532	ENSMUSG00000035623	Rsf1	remodeling and spacing factor 1
432725	NA	Gm5445	predicted gene 5445
77951	ENSMUSG00000049439	Cyp20a1	cytochrome P450, family 20, subfamily a, polypeptide 1
19047	ENSMUSG00000004455	Ppp1cc	protein phosphatase 1 catalytic subunit gamma
107227	ENSMUSG00000036278	Macrod1	MACRO domain containing 1
241112	ENSMUSG00000073650	Catip	ciliogenesis associated TTC17 interacting protein
330817	ENSMUSG00000060038	Dhps	deoxyhypusine synthase
107971	ENSMUSG00000023266	Frs3	fibroblast growth factor receptor substrate 3
12348	ENSMUSG00000003273	Car11	carbonic anhydrase 11
107686	ENSMUSG00000040824	Snrpd2	small nuclear ribonucleoprotein D2
319170	ENSMUSG00000069309	Hist1h2an	histone cluster 1, H2an
69871	ENSMUSG00000029725	Ppp1r35	protein phosphatase 1, regulatory subunit 35
72759	ENSMUSG00000039428	Tmem135	transmembrane protein 135
240328	ENSMUSG00000090942	F830016B08Rik	RIKEN cDNA F830016B08 gene
20843	ENSMUSG00000025862	Stag2	stromal antigen 2
14009	ENSMUSG00000004151	Etv1	ets variant 1
93670	ENSMUSG00000020872	Tac4	tachykinin 4
382236	ENSMUSG00000063663	Brwd3	bromodomain and WD repeat domain containing 3
15387	ENSMUSG00000021546	Hnrnpk	heterogeneous nuclear ribonucleoprotein K
545700	ENSMUSG00000052912	Smarca5-ps	SWI/SNF related, matrix associated, actin depenent ragulator of chromatin, subfamily a, member 5, pseudogene
11938	ENSMUSG00000029467	Atp2a2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2
233876	ENSMUSG00000042606	Hirip3	HIRA interacting protein 3
66520	ENSMUSG00000052419	2610001J05Rik	RIKEN cDNA 2610001J05 gene
211378	ENSMUSG00000072066	6720489N17Rik	RIKEN cDNA 6720489N17 gene
52377	ENSMUSG00000019539	Rcn3	reticulocalbin 3, EF-hand calcium binding domain
100503197	ENSMUSG00000100798	Gm19589	predicted gene, 19589
69372	ENSMUSG00000074576	Mocs3	molybdenum cofactor synthesis 3
66576	ENSMUSG00000063882	Uqcrh	ubiquinol-cytochrome c reductase hinge protein
18392	ENSMUSG00000028587	Orc1	origin recognition complex, subunit 1
242377	ENSMUSG00000054659	Pm20d2	peptidase M20 domain containing 2
546049	ENSMUSG00000065952	C330021F23Rik	RIKEN cDNA C330021F23 gene
18426	ENSMUSG00000024922	Ovol1	ovo like zinc finger 1
67091	ENSMUSG00000002043	Trappc6a	trafficking protein particle complex 6A
216439	ENSMUSG00000025422	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
71678	ENSMUSG00000046836	Brox	BRO1 domain and CAAX motif containing
52469	ENSMUSG00000017188	Coa3	cytochrome C oxidase assembly factor 3
791088	NA	Tmem147os	transmembrane protein 147, opposite strand
668409	NA	Rpl31-ps11	ribosomal protein L31, pseudogene 11
67164	ENSMUSG00000030725	Lipt2	lipoyl(octanoyl) transferase 2 (putative)
52504	ENSMUSG00000020652	Cenpo	centromere protein O
224829	ENSMUSG00000064043	Trerf1	transcriptional regulating factor 1
224829	ENSMUSG00000116235	Trerf1	transcriptional regulating factor 1
67283	ENSMUSG00000020744	Slc25a19	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19
192161	ENSMUSG00000103770	Pcdha9	protocadherin alpha 9
94062	ENSMUSG00000032563	Mrpl3	mitochondrial ribosomal protein L3
217737	ENSMUSG00000021037	Ahsa1	AHA1, activator of heat shock protein ATPase 1
100503819	NA	Gm12454	predicted gene 12454
12554	ENSMUSG00000031841	Cdh13	cadherin 13
70616	ENSMUSG00000011306	Sugp1	SURP and G patch domain containing 1
67019	ENSMUSG00000019948	Actr6	ARP6 actin-related protein 6
171543	ENSMUSG00000040093	Bmf	BCL2 modifying factor
245020	ENSMUSG00000070287	Slc35g2	solute carrier family 35, member G2
66104	ENSMUSG00000031409	Tceal6	transcription elongation factor A (SII)-like 6
70536	ENSMUSG00000024084	Qpct	glutaminyl-peptide cyclotransferase (glutaminyl cyclase)
11720	ENSMUSG00000037798	Mat1a	methionine adenosyltransferase I, alpha
102278	ENSMUSG00000034796	Cpne7	copine VII
228852	ENSMUSG00000037754	Ppp1r16b	protein phosphatase 1, regulatory subunit 16B
20643	ENSMUSG00000090553	Snrpe	small nuclear ribonucleoprotein E
100043121	NA	Gm10175	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9) pseudogene
320237	ENSMUSG00000054850	Smim10l2a	small integral membrane protein 10 like 2A
13602	ENSMUSG00000029309	Sparcl1	SPARC-like 1
66335	ENSMUSG00000022295	Atp6v1c1	ATPase, H+ transporting, lysosomal V1 subunit C1
66335	ENSMUSG00000116394	Atp6v1c1	ATPase, H+ transporting, lysosomal V1 subunit C1
70605	ENSMUSG00000006463	Zdhhc24	zinc finger, DHHC domain containing 24
76773	ENSMUSG00000022359	Wdyhv1	WDYHV motif containing 1
76773	ENSMUSG00000116135	Wdyhv1	WDYHV motif containing 1
234404	ENSMUSG00000034829	Nxnl1	nucleoredoxin-like 1
75259	ENSMUSG00000096971	4930556M19Rik	RIKEN cDNA 4930556M19 gene
19360	ENSMUSG00000020380	Rad50	RAD50 double strand break repair protein
71375	ENSMUSG00000033713	Foxn3	forkhead box N3
66069	ENSMUSG00000055334	Snupn	snurportin 1
59046	ENSMUSG00000007656	Arpp19	cAMP-regulated phosphoprotein 19
54632	ENSMUSG00000031171	Ftsj1	FtsJ RNA methyltransferase homolog 1 (E. coli)
100038571	ENSMUSG00000073765	Gm12863	predicted gene 12863
214489	ENSMUSG00000067722	BC003965	cDNA sequence BC003965
11847	ENSMUSG00000021125	Arg2	arginase type II
76161	ENSMUSG00000027270	Lamp5	lysosomal-associated membrane protein family, member 5
79201	ENSMUSG00000037613	Tnfrsf23	tumor necrosis factor receptor superfamily, member 23
328440	ENSMUSG00000047911	Npm2	nucleophosmin/nucleoplasmin 2
93709	ENSMUSG00000103144	Pcdhga1	protocadherin gamma subfamily A, 1
66935	ENSMUSG00000041777	Cir1	corepressor interacting with RBPJ, 1
226351	ENSMUSG00000098923	Tmem185b	transmembrane protein 185B
21976	ENSMUSG00000022779	Top3b	topoisomerase (DNA) III beta
71785	ENSMUSG00000032006	Pdgfd	platelet-derived growth factor, D polypeptide
54614	ENSMUSG00000023007	Prpf40b	pre-mRNA processing factor 40B
240119	ENSMUSG00000024172	St6gal2	beta galactoside alpha 2,6 sialyltransferase 2
240119	ENSMUSG00000098633	St6gal2	beta galactoside alpha 2,6 sialyltransferase 2
100504637	ENSMUSG00000100199	Gm20324	predicted gene, 20324
56846	ENSMUSG00000027489	Necab3	N-terminal EF-hand calcium binding protein 3
16427	ENSMUSG00000021922	Itih4	inter alpha-trypsin inhibitor, heavy chain 4
269831	ENSMUSG00000029669	Tspan12	tetraspanin 12
635702	ENSMUSG00000102758	Naaladl2	N-acetylated alpha-linked acidic dipeptidase-like 2
15463	ENSMUSG00000026159	Agfg1	ArfGAP with FG repeats 1
100038573	NA	Gm10864	predicted gene 10864
212167	ENSMUSG00000039934	Gsap	gamma-secretase activating protein
217480	ENSMUSG00000036095	Dgkb	diacylglycerol kinase, beta
12496	ENSMUSG00000015085	Entpd2	ectonucleoside triphosphate diphosphohydrolase 2
212569	ENSMUSG00000030446	Zfp273	zinc finger protein 273
211986	ENSMUSG00000043061	Tmem18	transmembrane protein 18
100503558	NA	NA	NA
219228	ENSMUSG00000035566	Pcdh17	protocadherin 17
671878	NA	Sms-ps	spermine synthase, pseudogene
215051	ENSMUSG00000032077	Bud13	BUD13 homolog
22751	ENSMUSG00000031907	Zfp90	zinc finger protein 90
71738	ENSMUSG00000033207	Mamdc2	MAM domain containing 2
100040929	ENSMUSG00000116174	Gm10362	ribosomal protein L17 pseudogene
320271	ENSMUSG00000035236	Scai	suppressor of cancer cell invasion
100503895	ENSMUSG00000024173	Tpsab1	tryptase alpha/beta 1
15374	ENSMUSG00000020737	Jpt1	Jupiter microtubule associated homolog 1
73442	ENSMUSG00000025092	Hspa12a	heat shock protein 12A
73942	ENSMUSG00000034334	Fam151b	family with sequence similarity 151, member B
77041	ENSMUSG00000021592	Arsk	arylsulfatase K
70237	ENSMUSG00000072964	Bhlhb9	basic helix-loop-helix domain containing, class B9
