SYMBOL	FC
Bach1	-0.566080176
Adsl	-0.566424903
Ltv1	-0.566844841
Xrra1	-0.566846363
Ilf2	-0.566904872
Ssb	-0.566952209
Prpf19	-0.56719271
Gch1	-0.567316094
Mtbp	-0.567498465
Rcor2	-0.567734913
Pus7l	-0.567790794
C030034I22Rik	-0.56785029
Pard3b	-0.5680163
Abhd2	-0.568074848
Asb6	-0.568254071
Sec1	-0.568275475
Sertad2	-0.568392069
Eln	-0.568392374
Reep1	-0.568662037
Pcbp4	-0.569128314
Lipm	-0.56923135
4930455G09Rik	-0.569378985
Rbl1	-0.569405841
Catsperz	-0.569564082
Plcl2	-0.569705259
Cd34	-0.570136633
Ppid	-0.570244189
Gm16617	-0.570603006
Gcsh	-0.570712656
Phb2	-0.570712708
Gsap	-0.570716256
Nudt11	-0.571071997
Maff	-0.571243088
Tamm41	-0.57132917
Rpl15	-0.571682915
Gm10752	-0.57202796
Cdr2	-0.572028476
Gm5446	-0.572429159
Dsc3	-0.572570996
Dqx1	-0.57270918
Ccn6	-0.572838195
Ldlrap1	-0.572976398
Gapdh	-0.573328615
Ikzf1	-0.574331829
Mrpl38	-0.57461584
NA	-0.57478815
NA	-0.574810507
Nsmce3	-0.57517557
Arxes1	-0.575404237
Hnrnpu	-0.575725944
Timm50	-0.576255073
9430002A10Rik	-0.576314951
Adgrv1	-0.576420633
Hsh2d	-0.57661455
Smim13	-0.576630118
Naa10	-0.576771029
Rps20	-0.576795057
Vwa2	-0.576902428
Gm3552	-0.577127794
Pvt1	-0.577171197
Cdh4	-0.577422772
Dnajc9	-0.577524384
Gm10736	-0.577565382
Gm11821	-0.577752671
Metap1	-0.577793047
Serf1	-0.577986176
Gm1113	-0.579106401
Cbx5	-0.57944126
Pdlim5	-0.579599991
Gm5643	-0.579600168
Slc39a5	-0.579698543
Snora81	-0.579822828
NA	-0.579965425
Tmem186	-0.580195367
Mlkl	-0.580210759
Gm10912	-0.580262791
Zfp598	-0.580358682
Impdh2-ps	-0.580611824
Dscaml1	-0.581184561
Zfp770	-0.581245884
Rpl37rt	-0.581424563
Gm15501	-0.581486164
Htra3	-0.581495824
Ermap	-0.581512731
Itpkc	-0.581606167
Ddx56	-0.581685671
Svip	-0.58205423
Ybx1	-0.582112653
P2rx5	-0.582221381
Gm11681	-0.582359851
Tsku	-0.58253436
9830166K06Rik	-0.583225134
Gm20385	-0.583350873
Ptprr	-0.583546962
Slc16a1	-0.58360444
Pbx4	-0.583815471
Mir466i	-0.583900529
Spef1l	-0.5839158
B3galt6	-0.584001352
NA	-0.58497881
Ripk3	-0.585079178
Atp5a1	-0.585669033
Gimap5	-0.586128822
Pde4d	-0.5866938
Fyb	-0.586738653
Erlin1	-0.587117112
Cox7a1	-0.587344725
NA	-0.587687773
Spidr	-0.588077334
Inpp4b	-0.588102414
Majin	-0.588262443
Chrdl2	-0.588304452
Nkd1	-0.588377278
Rbm14	-0.588527223
Tmem44	-0.589032012
Tent4a	-0.58903747
Nsd2	-0.589158357
Pycrl	-0.589309043
Gm8451	-0.589349076
Pcdhga2	-0.589698535
Stc2	-0.589745685
Tarbp1	-0.589780578
Gm10029	-0.590057005
Rpl35	-0.590067924
Popdc3	-0.590348742
Cstad	-0.590578469
Tmem170	-0.59064043
Lsm11	-0.590806843
Wdr75	-0.590954138
Mrps30	-0.59109738
Hist1h4n	-0.591102276
NA	-0.591103381
Taf1c	-0.592361071
H2-K1	-0.592494798
Rps12	-0.592600939
Rbmx	-0.592893864
Mgmt	-0.592912292
Insyn2a	-0.592914822
Gm19592	-0.593164841
6530409C15Rik	-0.593322837
Hoxa7	-0.593493512
Gpr152	-0.593542911
Rpl18	-0.593729318
Yae1d1	-0.593744286
Supt3	-0.593815218
Irx3	-0.594030952
Adamts10	-0.594088074
Tyro3	-0.594139491
Ndufab1	-0.59417793
Tnfrsf13c	-0.594235813
Rbm3-ps	-0.594255896
Bcl2l1	-0.594276798
NA	-0.594362327
Cacybp	-0.594664305
Scn4a	-0.594707421
Eif3j2	-0.594874609
Gm5093	-0.59487576
Gm5621	-0.594955456
Col1a1	-0.595178275
Rybp-ps	-0.595730387
Pdlim1	-0.596000995
Mfsd9	-0.596291596
Slc25a15	-0.59640846
Ddi2	-0.596531373
Phpt1	-0.596846529
Pgam2	-0.596897856
Rd3	-0.596926189
Gm6153	-0.597592856
Slc16a4	-0.598089437
Rhbdf2	-0.598211499
Nol11	-0.598296215
H2-DMa	-0.598425657
Mocs3	-0.598691581
Tcp10a	-0.598926405
Lyrm9	-0.599185803
Dclk1	-0.599335671
Snord37	-0.599399116
Prkag2os1	-0.599657456
Stk33	-0.599704814
Dlc1	-0.599816781
Ctdp1	-0.599952828
Gm7168	-0.600460438
Cyp4a10	-0.600932872
Tomm20	-0.601112143
Micos13	-0.601234162
Ankef1	-0.601721115
Mpp6	-0.601845011
Csrp2	-0.601898774
Zbtb32	-0.602311345
Sox13	-0.602903503
Uqcrq	-0.602920362
Rgs7	-0.603198378
Asf1b	-0.603565655
Nrcam	-0.603733227
Clcn5	-0.603943372
Osgin1	-0.6049403
Cmtm2a	-0.60505371
Cebpz	-0.605317028
Gm9794	-0.605462047
E330011O21Rik	-0.606004135
Mafg	-0.606433468
Agtr2	-0.606582236
Rps3a1	-0.606600467
Snrpd3	-0.606618755
Ap5b1	-0.606771459
Sptbn5	-0.606859058
NA	-0.60713355
Anp32e	-0.607778726
Rars	-0.607920817
Cpsf6	-0.608381535
Tmem229b	-0.608559849
Tmem41a	-0.608745003
Abcg1	-0.608976473
Grb2	-0.60899109
Chsy1	-0.609098605
Il17b	-0.609119674
Rwdd4a	-0.609224492
Ndufa5	-0.609249401
Gm7694	-0.609251875
Akap12	-0.60932906
Pof1b	-0.609857552
Bsnd	-0.609880044
Dennd6b	-0.610038014
AW495222	-0.610076141
Tex48	-0.610076141
Cxcr3	-0.610076141
Abcc12	-0.610493815
1700001D01Rik	-0.610495163
Abca9	-0.610700272
Ddx18	-0.610711136
Lrrc8a	-0.610788404
Tmem115	-0.610805882
1110038B12Rik	-0.610826645
Gm16364	-0.610834289
Qtrt1	-0.611169192
Rpl30	-0.611467286
Xrcc6	-0.611471187
Riok2	-0.611533334
Rpl13a	-0.611538815
Rpl31	-0.611880002
1600029O15Rik	-0.612185427
Colq	-0.612187083
Pgam1	-0.612385674
Rhbdd3	-0.612675992
Pxn	-0.612866962
Bag2	-0.612897453
Ttll4	-0.612996853
Gm5797	-0.613120101
Slc6a15	-0.613343233
Psmd11	-0.613548004
Adamtsl3	-0.613571388
Flnc	-0.613702901
Abcg2	-0.613891681
Rpl41	-0.614019087
Gm5963	-0.614142733
Atp5e	-0.614448476
Glrx	-0.614731973
Rps15a-ps2	-0.614804837
Npas2	-0.614974162
NA	-0.615214841
Rps4l-ps	-0.615696
Alkbh4	-0.61574659
Erich4	-0.615816039
Slc7a10	-0.616174183
Ldc1	-0.616223032
4930502E09Rik	-0.61653357
Evi2b	-0.616573417
NA	-0.616651443
2310034G01Rik	-0.616720177
Gm19399	-0.616758679
Icos	-0.616770583
Pnpla1	-0.61712949
Mecr	-0.617231454
Rpl4	-0.617242733
Kcnk12	-0.61731879
Cavin4	-0.61745837
Abcb1a	-0.617731077
Map4k1	-0.617794763
Samd10	-0.617964024
Gm7334	-0.618097912
Fbxo34	-0.618112324
Hacd4	-0.618669554
Olfml2b	-0.618734548
Fancd2	-0.618742004
Ezh2	-0.619035752
NA	-0.619140817
Col4a1	-0.619188638
Gm8942	-0.619244353
Nlrp4c	-0.619717934
Gm6225	-0.619813612
Snrnp40	-0.619850879
9330159F19Rik	-0.619882972
Adamts13	-0.619914123
Fkbp10	-0.620204382
Pask	-0.620470031
Rpl14	-0.620475797
Cct5	-0.620647773
Abhd17b	-0.620694748
Zbtb39	-0.620812274
Acot7	-0.620881734
Cd209g	-0.621566169
NA	-0.621766348
Gm9895	-0.621935661
Pnn	-0.622091904
Tor2a	-0.622213339
Taf6l	-0.622581773
Rps28	-0.622602646
Heatr3	-0.622827979
Glis2	-0.622829388
2610042L04Rik	-0.623082006
Kirrel3os	-0.623494609
Nol8	-0.623511962
Cdk5r1	-0.623577757
Gm7686	-0.623624371
Rpl8	-0.623698862
Tbc1d4	-0.623962374
Mrpl44	-0.624019955
Rwdd3	-0.62426053
H3c7	-0.624433164
Tsc22d2	-0.624665531
Isg20l2	-0.62485642
Slc11a2	-0.625240287
Adam11	-0.625822047
Impa2	-0.625947425
Gm10132	-0.626076689
AI197445	-0.626290481
Suclg2	-0.62686136
Foxo6	-0.626951669
Gm6613	-0.627417245
Tmem179	-0.627971632
Vcpkmt	-0.628695486
Moap1	-0.629063512
Abca12	-0.629205572
Prkch	-0.629208467
Ern1	-0.629352444
Sntb1	-0.629716558
Rps3	-0.630104293
Cux2	-0.630249734
Snora23	-0.630458592
Zfp146	-0.630631849
Il1rl2	-0.631277152
Blm	-0.631590597
Tead2	-0.631690553
Ercc2	-0.632001198
Noc4l	-0.632346921
Snord55	-0.632372937
Syt12	-0.632570996
Rps15	-0.632639665
Gja4	-0.632736221
Gm19410	-0.63278298
Cks1b	-0.632897969
NA	-0.633022454
Ereg	-0.633202123
Gm7511	-0.633230771
Nt5dc3	-0.633274438
Gm8580	-0.634106625
Mtfp1	-0.634256825
Sdcbp2	-0.634271469
Pfdn4	-0.634286601
Ssr4	-0.634292534
9330133O14Rik	-0.634749987
Syncrip	-0.635038985
NA	-0.635192164
Pkn3	-0.635197023
Wdr18	-0.635339322
Tmc7	-0.635691287
1700027A15Rik	-0.635742099
Mir5112	-0.635742099
Gm9495	-0.63600002
Exosc2	-0.636169372
Itih4	-0.636482153
Htr5b	-0.636622481
Cebpzos	-0.637175958
Cox5a	-0.637211026
Gm5088	-0.637462549
Dimt1	-0.637789287
Rcn1	-0.63788905
Clec1b	-0.63790333
Smarcd1	-0.637987184
Emx2	-0.63858442
Dgat2l6	-0.639011782
Acsbg2	-0.639058441
NA	-0.63911346
Wt1	-0.639209745
Gm13920	-0.639215291
Loxl3	-0.639419516
Phb	-0.639541751
Chrna7	-0.639604435
Nanos2	-0.63963678
Abca8b	-0.639637523
Ubxn8	-0.639992486
Ovca2	-0.640008758
Dtx4	-0.640366642
Gpr85	-0.640599288
Fam117b	-0.64073477
Cry2	-0.640954366
Slc4a4	-0.640999475
Eif2s2	-0.641004959
Fhl1	-0.64103095
Cyp2r1	-0.641131245
Gm5434	-0.641474425
NA	-0.641581353
Rundc3b	-0.641618434
P2rx3	-0.641631388
Gm9670	-0.641636467
Cyfip2	-0.641645589
Mdga2	-0.641917884
Rab21	-0.641971463
Ccn5	-0.642561121
Foxd3	-0.642779501
Gm7972	-0.643021049
Acvr1c	-0.643076407
Chrna10	-0.643308915
Gm5177	-0.643326987
Pou2f3	-0.643597475
Gm5639	-0.643795629
NA	-0.643874036
Fmnl1	-0.64415473
Slc16a5	-0.64423988
Gm6402	-0.644482777
Fsd1	-0.644492058
Hsdl2	-0.644594289
Hpcal4	-0.644600713
A930006I01Rik	-0.644783066
Prss56	-0.644893216
Ube2j1	-0.645146973
Gstcd	-0.645238345
Ints7	-0.645292714
Arl11	-0.64531634
Pdgfd	-0.645427185
Lipt2	-0.645523689
Clint1	-0.645614507
Gm5785	-0.645666232
Kcnt2	-0.645766479
Ttc19	-0.645791755
Mccc1os	-0.645822598
NA	-0.645827192
4930579G24Rik	-0.645998353
Rps25	-0.646137014
C78197	-0.646161247
Hnrnpa0	-0.646163633
Dph1	-0.646187756
Gm10020	-0.646323411
Cebpb	-0.646367251
Tonsl	-0.646420747
Rps29	-0.646553584
Gm5546	-0.646553895
Hnrnpa1	-0.646568651
Prdx6	-0.64657247
Gm11978	-0.646630972
Pnmt	-0.646652536
Plekhg3	-0.64690548
Neu2	-0.646944028
Pkib	-0.64696161
Cela1	-0.647122231
Ceacam19	-0.647133042
Nek5	-0.647171613
Fkbp11	-0.647377993
Cxcl10	-0.647932848
Abce1	-0.64807303
Dipk1b	-0.648092444
Odaph	-0.64812112
Smim6	-0.648291561
Tgfa	-0.648391329
Selenbp1	-0.648599225
Gm7614	-0.648864126
Jpx	-0.649014055
Cep85	-0.649213583
Hcst	-0.649324465
Lrp8os2	-0.649493149
Fbp1	-0.649776639
Tmem262	-0.64992059
Dnah9	-0.650069495
Gm10045	-0.650132668
4732491K20Rik	-0.650208932
H3c13	-0.650546213
Zfp600	-0.650814723
NA	-0.650842888
Foxo1	-0.650855535
Mapk6	-0.650979022
Gm10447	-0.651085877
NA	-0.651127259
Rps13	-0.651175507
Clec12a	-0.651234097
Rnf4	-0.651318091
Ssbp4	-0.651651762
1700015F17Rik	-0.651935305
NA	-0.652043835
Lrrc38	-0.652399699
Rpl11	-0.652461156
Spink4	-0.652482585
Kansl2	-0.652590691
Mmp7	-0.652591601
Alg11	-0.652759796
NA	-0.652830229
Cmss1	-0.652879428
Gm9982	-0.652927035
Cox8b	-0.653250781
Mttp	-0.653250929
D1Ertd448e	-0.653571786
Pno1	-0.653635791
Actrt3	-0.653643474
Tgfb2	-0.653768299
Dcdc2a	-0.653922038
Bmerb1	-0.653936782
Gm9354	-0.654423104
Trex2	-0.654727519
Slc35d3	-0.654909062
Eif3b	-0.655036959
Kif2a	-0.655155204
Rps24	-0.65534105
Snd1	-0.655484692
Zcchc10	-0.655677991
Kctd11	-0.655689309
Mllt6	-0.655930668
2010109A12Rik	-0.655985338
Trmt9b	-0.65603654
Stk10	-0.65652971
Hs6st1	-0.656895787
Gm12945	-0.657024004
Gm2225	-0.657241715
Card9	-0.65726641
C5ar2	-0.657299689
Slc16a2	-0.657341379
Rpl23a	-0.657426805
Zfp1	-0.657432426
Rasip1	-0.657454507
Rpl10a	-0.65785628
Gm11110	-0.657961397
Gm10913	-0.658089458
Gm5532	-0.658106119
Sptb	-0.658148609
A230103J11Rik	-0.658215702
2810433D01Rik	-0.658290016
Adgrb2	-0.658375282
Pes1	-0.658550558
Il21	-0.658576668
Gpr82	-0.658735048
Panx1	-0.658818198
Gm16982	-0.659093808
Sh2d1b1	-0.659262664
Ccr5	-0.659414308
Mir5133	-0.659737966
Ilf3	-0.659925088
Gstm2	-0.659939453
Gatad2b	-0.659941886
Pebp1	-0.659955937
Atp5o	-0.660040802
Cdk18	-0.66012103
1700125G22Rik	-0.660497398
Farsa	-0.660554998
Msi1	-0.660826739
Pus1	-0.66082675
Gm10051	-0.661188069
Gja10	-0.661246447
Wdr83os	-0.661307768
Liph	-0.661352069
Casp7	-0.661371667
Cfap161	-0.661507536
Kcnmb3	-0.661721016
Stim2	-0.661744979
Eif6	-0.661987332
Sh3tc1	-0.662267741
Ino80	-0.662314576
Stx11	-0.662324838
Uts2r	-0.66246674
Lsm7	-0.662575192
Col16a1	-0.662615541
Cd8a	-0.663127649
Fpr2	-0.663133864
Gpr45	-0.663134353
Cd226	-0.663134353
Lhx3	-0.663135213
Tiaf2	-0.663457043
4930471G03Rik	-0.663457043
Slc22a6	-0.663457043
Zfp133-ps	-0.663457043
Saxo1	-0.664014277
Pptc7	-0.664189079
Gm4581	-0.66434003
Gm10653	-0.664881197
Nol12	-0.664960559
Piezo1	-0.665410449
Pigm	-0.665470538
Myrf	-0.665515505
Gm6988	-0.665856762
Polr2l	-0.666019312
Serpina3h	-0.666021316
Trp53rka	-0.666036243
Vegfc	-0.666080858
Klhl40	-0.666111611
Gm5075	-0.666788704
Cdh24	-0.666867981
Rps5	-0.666925866
Snx20	-0.667192903
Rras2	-0.66731076
Rpl13	-0.667388834
Smap2	-0.667519804
Edil3	-0.667670833
Cldn5	-0.668178065
Mogs	-0.668291071
NA	-0.668374817
Exosc6	-0.668549411
Fam102a	-0.668837299
Plin5	-0.669388464
Mlf1	-0.669471084
Gjc1	-0.670365374
Gm17586	-0.670756948
Mir330	-0.670869567
Gm20235	-0.670909919
B830017H08Rik	-0.671931396
Bid	-0.671934475
Lrrc59	-0.672014481
Gm3591	-0.672046476
P2ry10	-0.673156752
Chd1	-0.673276989
Polh	-0.673786281
Tmsb4x	-0.673826819
Prr5	-0.67395622
Urb1	-0.674334368
Ubqln1	-0.674343231
Wnt10b	-0.674380101
Rpl18a	-0.674475486
Enoph1	-0.674667317
Spock3	-0.674764551
Rnps1	-0.6749097
Ace	-0.675117223
Utp18	-0.675420574
Nxnl2	-0.675450271
Rps15a-ps5	-0.67574205
Cited4	-0.676046943
Sirpb1c	-0.676253753
Grin3a	-0.676509929
Pdgfrl	-0.676528133
Gm5431	-0.676600645
Riox2	-0.676669424
Gm6583	-0.676746594
Gm10088	-0.676994443
NA	-0.677899653
Entpd5	-0.678113173
Npc1l1	-0.678141958
Tnfrsf21	-0.678203313
Kcnc3	-0.678410713
Gm3141	-0.678708145
Nfkb2	-0.679129339
Gm13012	-0.679199169
Gm11478	-0.679673848
Zfp986	-0.679753406
Luc7l	-0.679971368
Rpl32l	-0.67997565
Gbx2	-0.680162854
Pabpc4	-0.680636188
Klrc1	-0.681182108
Adam5	-0.681364143
Cytip	-0.681617034
Serpina3i	-0.681925496
Vil1	-0.681963405
Ly6d	-0.682135579
Slc24a2	-0.68219862
Dlx4	-0.682282259
Sft2d1	-0.682287794
Esf1	-0.682353315
Plppr3	-0.682366413
Foxc1	-0.682882772
Ndfip2	-0.682989698
Serping1	-0.68306858
Igsf9	-0.683074421
Gm4997	-0.683164134
Urgcp	-0.683379351
Fank1	-0.683552123
Mir186	-0.68368138
Naa15	-0.683788355
Sox15	-0.683983395
Ccl8	-0.684052073
NA	-0.684268897
En1	-0.684807349
NA	-0.684953787
Agpat3	-0.685192002
Rasl2-9	-0.685554026
Gm3940	-0.685673074
Zfyve28	-0.685686033
Gm8692	-0.685737708
Cct8	-0.686105515
Irs4	-0.686354681
AW551984	-0.686544401
Mirlet7a-1	-0.686902637
Ucn2	-0.687403514
Kcng4	-0.687581993
Gm17753	-0.687586468
Lhx8	-0.687587601
Ces2b	-0.68760758
Nudcd1	-0.687645428
Snora31	-0.687698351
Ccne2	-0.687752742
Papss2	-0.687796259
Pip5kl1	-0.687801157
Rps15a-ps6	-0.687874013
Tesmin	-0.6885494
Mrto4-ps1	-0.688966449
Ddhd1	-0.68896959
Mab21l2	-0.689329383
Svopl	-0.689446489
Zkscan16	-0.68944671
1700099I09Rik	-0.689648739
Trib3	-0.689939819
Bmyc	-0.689980343
Rps26	-0.690265277
Timeless	-0.69038626
Gm6745	-0.690907869
Mir25	-0.69120261
Gm6252	-0.691498438
Cldnd2	-0.691849809
Samd3	-0.691865187
Arrb1	-0.692007101
Nrp2	-0.692093363
Mir99b	-0.692273867
Gm15484	-0.692288989
Misp3	-0.692289018
Gm5914	-0.692463013
Ifnz	-0.693148132
Atmin	-0.693159999
Hadha	-0.693284178
Gjc2	-0.693389567
Fam131c	-0.693642947
Fam174b	-0.693655898
Rfc4	-0.69366417
Snord58b	-0.693680194
Psmb10	-0.69398026
Gm9903	-0.694093377
4930503E24Rik	-0.694277462
Rpl36	-0.694388683
Birc2	-0.694612084
Msx1	-0.694869397
Glrb	-0.695196943
NA	-0.695275359
Hmgb3	-0.695333956
Evi5l	-0.695368904
Phactr3	-0.695453066
Rbpj	-0.695678034
Fkbp5	-0.695692565
A530020G20Rik	-0.696020335
Gm10436	-0.696039689
1600002D24Rik	-0.696241641
Ltb4r1	-0.696269716
Dnajb8	-0.696312776
Mir5125	-0.696340388
Ddx27	-0.696432869
Rps8	-0.697402245
A830018L16Rik	-0.697830975
Mgst2	-0.698192762
Zpr1	-0.698548217
Vwce	-0.698679169
Tfpi	-0.698752094
Zfp472	-0.698851388
Gm6030	-0.699102502
Hepacam2	-0.699270523
Nars	-0.699514533
Serpind1	-0.699535553
C1ra	-0.699866768
Cyc1	-0.699922433
Enpp5	-0.700119277
Gpr62	-0.700443291
Cthrc1	-0.700444239
Gm5445	-0.700567775
Fcamr	-0.700657114
Fxyd1	-0.700725272
Plch1	-0.701407365
Tpbg	-0.701643489
Rpl36-ps12	-0.701690625
Rpl13-ps6	-0.701695461
Ticam2	-0.701725694
Sox21	-0.702013661
Ddx43	-0.702302444
Gpr21	-0.702376291
Gcgr	-0.702659513
Kcnip4	-0.702751647
Mylk3	-0.702818618
Ptges2	-0.702868518
NA	-0.703150428
Ascl3	-0.703372797
Gm13160	-0.703525464
Slc25a20	-0.703710242
Hao1	-0.703731463
Oas1f	-0.70376257
Cox8a	-0.703860569
Gm4963	-0.703872703
Gm2447	-0.703918127
2410022M11Rik	-0.704078657
Krt12	-0.704126201
Mat1a	-0.704314706
Gm10052	-0.704365268
Dll3	-0.704766673
Sytl3	-0.704934401
Snhg7	-0.704969825
Galnt17	-0.704982853
Adk	-0.705568308
Pnpla7	-0.705703185
Rangrf	-0.705744135
Fmnl3	-0.70585057
Npm3	-0.706444595
Sod3	-0.706824958
Sec14l4	-0.706887035
Gm6654	-0.707416592
NA	-0.707575729
Cdk4	-0.707704313
Apol7b	-0.708051338
F2r	-0.708112068
Ttll6	-0.708218088
Gm20784	-0.708255412
Plekhm2	-0.708275644
Iqca1l	-0.708321958
Mir17	-0.70839192
Gm5640	-0.70863535
Lemd3	-0.708882384
Kcnmb4	-0.709026867
Hif3a	-0.709493495
Gclc	-0.709847424
Prap1	-0.710127116
Gjc3	-0.71019683
Txnrd3	-0.710203641
Pard6b	-0.710329321
Sh3bp2	-0.710467109
Pex5	-0.710481708
Srarp	-0.710640541
Acsl3	-0.710828022
Rpl3	-0.710847243
Mrap2	-0.710964706
Adgrd1	-0.711013769
Fth1	-0.711097419
4833412C05Rik	-0.711382308
Gfap	-0.711733769
1700084J12Rik	-0.711847995
Fzd10os	-0.712114854
Mir5100	-0.712209688
Ciart	-0.712346741
Irf8	-0.712390678
Rfx1	-0.712459197
Gm9158	-0.712558844
Agap2	-0.712694572
Tef	-0.712775058
H2bu2	-0.712783863
Fsip2l	-0.712955375
Wnt8b	-0.712961248
Thsd4	-0.713077414
Vpreb1	-0.713595351
Tfrc	-0.713674847
Krt81	-0.713718505
Atp5g3	-0.713997502
Cdk15	-0.714599201
Gm614	-0.714665676
Pklr	-0.714723065
Ncr1	-0.714723065
Sall1	-0.714723065
Lncbate10	-0.714727245
Gm4265	-0.714727245
H2-Q6	-0.714770468
Smkr-ps	-0.714922229
B4galt1	-0.715182132
Prdx6b	-0.715560306
Grik4	-0.715578443
Usp39	-0.715609346
Pgbd5	-0.715619525
C130080G10Rik	-0.7157194
Gm19551	-0.715739152
Znrd2	-0.715906754
Inka1	-0.716132924
Arnt2	-0.716338932
Sele	-0.716707414
NA	-0.716736343
Btbd17	-0.716771048
Gria1	-0.716977005
Tcirg1	-0.717179108
Taf5l	-0.717368672
C030016D13Rik	-0.717393755
Zcchc3	-0.717633868
AA465934	-0.717769306
NA	-0.717775805
Ccdc3	-0.717895786
Prr15l	-0.718508231
H4c1	-0.71857845
Gse1	-0.719080368
Tbx15	-0.719247642
Slc6a20b	-0.719321691
Gm5	-0.719360561
Arhgap19	-0.719383363
Ttr	-0.719641401
Fendrr	-0.719973337
Sema4c	-0.720233761
Gm17399	-0.720581226
Aqp5	-0.720581851
Stk40	-0.720594107
Tmem26	-0.720961787
Kcnd2	-0.721640753
Slc18a1	-0.721657574
Zfp558	-0.721809522
Clic4	-0.721992781
Mrpl52	-0.722628318
Edar	-0.722654653
4933417D19Rik	-0.722668299
Snora21	-0.722670073
D630003M21Rik	-0.722742917
Fads6	-0.722768891
Nptx1	-0.722856522
Sbsn	-0.722894878
Slc27a6	-0.722930129
Pecr	-0.723042297
A230087F16Rik	-0.723436096
Spag4	-0.723546076
Zfp367	-0.723567808
Cfap157	-0.72358465
Slamf9	-0.723836445
Gsdmcl-ps	-0.723871872
Cfap221	-0.723898824
Hgf	-0.724329922
H2-M5	-0.724351981
Il18rap	-0.724465334
Rack1	-0.724560537
Pcdh19	-0.725253233
Mir125a	-0.725556054
Ifi205	-0.72608798
Yars2	-0.726138657
Usp51	-0.726613001
Kcnh1	-0.726716615
AA388235	-0.726833658
Immp2l	-0.727136366
Hells	-0.727247384
Pstpip2	-0.727274973
NA	-0.727308197
Sardh	-0.727318424
NA	-0.727448109
Ndufb4	-0.727528879
Calml4	-0.727974231
Snai2	-0.728010173
Cotl1	-0.728309384
Gm3852	-0.728336277
Snora44	-0.729184908
Tprg	-0.729515056
N4bp3	-0.729584241
Snord110	-0.729587691
Rps7	-0.730353926
Adamts8	-0.730839447
Hbb-bs	-0.731187271
Nefm	-0.731387573
Rpl5	-0.73155186
Brix1	-0.731563335
Cyp4f14	-0.731780524
NA	-0.732045826
Pkhd1l1	-0.732517244
Pramef12	-0.732761343
Emc6	-0.733098195
Per3	-0.733116978
Porcn	-0.733458984
Gm21092	-0.733660945
Gm15706	-0.733945846
Wbp2nl	-0.734052386
Kcna6	-0.734062076
Alkal2	-0.734138957
Ptchd4	-0.734169953
Eif5a	-0.734226219
Gm19976	-0.734271926
Gm8623	-0.734461577
Galk1	-0.734643469
Cmtr2	-0.735090949
Rpl32	-0.735098361
Btn1a1	-0.735586344
Rplp0	-0.73559903
Mei4	-0.736241145
Mir17hg	-0.736328397
Tprn	-0.736435411
Ccl22	-0.736469371
Smg8	-0.73701178
Astn1	-0.737021368
4930507D05Rik	-0.737172919
Slc35g2	-0.737193667
Zdhhc11	-0.737421373
Atp5b	-0.737432202
B230217O12Rik	-0.737727574
Emilin1	-0.737804016
Casp4	-0.737811128
Adamts3	-0.73781792
Apobr	-0.7382872
Npm1	-0.738443249
Gm2895	-0.738856827
Rps16	-0.73955605
Snhg16	-0.739796738
Thumpd1	-0.739876455
Itih2	-0.739938597
Gm4129	-0.740028165
Eif4e	-0.740068754
Gm5577	-0.740563629
Gpr1	-0.740567473
Slc2a3	-0.741021825
Eml4	-0.741228799
Zfp781	-0.741467099
1700018L02Rik	-0.742233792
Odf3	-0.742456229
Nol6	-0.742677802
NA	-0.742849311
Col9a3	-0.742949091
Best1	-0.743078568
Pisd	-0.743081689
Spint1	-0.743218726
4930415O20Rik	-0.743292794
Oxct2a	-0.743488567
Vars	-0.74352112
Igfbp5	-0.743557453
Gm6014	-0.743650284
Tspan11	-0.743891415
Gm7609	-0.744180921
4933412E12Rik	-0.744462465
Cdcp2	-0.744795106
Col1a2	-0.74488646
Retsat	-0.744955612
1700028K03Rik	-0.745125869
Ntn1	-0.745432562
Tmem178	-0.745821225
Nobox	-0.746010298
Sdsl	-0.746332199
Extl1	-0.746358314
Wdr92	-0.746361224
Cpm	-0.746381516
Cad	-0.746759526
Gm4890	-0.746917159
Rpl39	-0.747519154
Ahr	-0.747793402
Rnu3b1	-0.747874512
Grem2	-0.748021318
Sag	-0.748073336
Fgf9	-0.748100307
Rpl38	-0.748144728
Gpr101	-0.748147543
Cdv3	-0.748209596
Scnn1b	-0.748232059
Rps12-ps24	-0.748285486
Kazn	-0.748378677
Zfp36l2	-0.748416538
D030028A08Rik	-0.74875459
Wdr5	-0.749094016
4930590J08Rik	-0.749175597
Ppfia4	-0.749300633
Trim66	-0.749381849
Nxf2	-0.749451507
H6pd	-0.749730188
Oasl1	-0.750128684
Cd53	-0.750207007
Rbis	-0.750334255
Kalrn	-0.750617889
Mir1898	-0.750708792
Gm5176	-0.750853
Mroh2a	-0.751809129
A930017K11Rik	-0.751859117
Ddit4l	-0.751922126
Gm17552	-0.752066575
B130046B21Rik	-0.752213172
Gm5065	-0.752502671
Lsm5	-0.752764271
Hk2	-0.753307714
Gm5751	-0.753362174
Lrmda	-0.753364287
Rcan2	-0.753570194
P4ha3	-0.75365015
Necap1	-0.754017972
Dnah2	-0.754335689
Itih3	-0.754413804
Gm13369	-0.754505904
D930048G16Rik	-0.755000518
Ptpn12	-0.755006443
Snord49b	-0.755444056
Atg9b	-0.755870491
Ms4a4d	-0.756280432
